task_id,label,feat
11891,application_1758535431786_22070,"[225751, 50]"
11892,application_1758535431786_22071,"[209348, 48]"
11893,application_1758535431786_22072,"[208085, 46]"
11894,application_1758535431786_22061,"[736191, 168]"
11895,application_1758535431786_22076,"[93376, 21]"
11896,application_1758535431786_22050,"[3765166, 2566]"
11897,application_1758535431786_20950,"[193536945, 68030]"
11898,application_1758535431786_22065,"[3869687, 1386]"
11899,application_1758535431786_22077,"[157810, 36]"
11900,application_1758535431786_22079,"[227874, 52]"
11901,application_1758535431786_22073,"[1585657, 550]"
11902,application_1758535431786_22067,"[4207060, 1543]"
11903,application_1758535431786_22078,"[1193995, 451]"
11904,application_1758535431786_22080,"[1425342, 502]"
11905,application_1758535431786_22084,"[195173, 71]"
11906,application_1758535431786_22075,"[2191398, 762]"
11907,application_1758535431786_22085,"[239403, 76]"
11908,application_1758535431786_22081,"[1498509, 529]"
11909,application_1758535431786_22083,"[369203, 84]"
11910,application_1758535431786_22086,"[283280, 65]"
11911,application_1758535431786_22088,"[487157, 108]"
11912,application_1758535431786_22091,"[244899, 57]"
11913,application_1758535431786_22074,"[14391091, 5473]"
11914,application_1758535431786_22094,"[758360, 259]"
11915,application_1758535431786_22097,"[209474, 48]"
11916,application_1758535431786_22090,"[854807, 278]"
11917,application_1758535431786_22087,"[963120, 218]"
11918,application_1758535431786_22093,"[914041, 206]"
11919,application_1758535431786_22092,"[911977, 206]"
11920,application_1758535431786_22100,"[323055, 73]"
11921,application_1758535431786_22098,"[1405945, 915]"
11922,application_1758535431786_22101,"[1050837, 231]"
11923,application_1758535431786_22099,"[846776, 191]"
11924,application_1758535431786_22102,"[334583, 75]"
11925,application_1758535431786_22004,"[15128068, 5303]"
11926,application_1758535431786_22096,"[2149407, 485]"
11927,application_1758535431786_22103,"[414181, 154]"
11928,application_1758535431786_22095,"[5285427, 2023]"
11929,application_1758535431786_22105,"[225494, 51]"
11930,application_1758535431786_22106,"[302275, 111]"
11931,application_1758535431786_22104,"[542917, 123]"
11932,application_1758535431786_22115,"[87366, 42]"
11933,application_1758535431786_22121,"[109770, 26]"
11934,application_1758535431786_22109,"[296823, 66]"
11935,application_1758535431786_22111,"[150454, 36]"
11936,application_1758535431786_22116,"[276716, 101]"
11937,application_1758535431786_22110,"[1288902, 488]"
11938,application_1758535431786_22123,"[332988, 76]"
11939,application_1758535431786_22120,"[3437203, 2447]"
11940,application_1758535431786_22112,"[2214044, 841]"
11941,application_1758535431786_22114,"[2585074, 1697]"
11942,application_1758535431786_22113,"[3844154, 2673]"
11943,application_1758535431786_22125,"[2929520, 2082]"
11944,application_1758535431786_22118,"[1430187, 321]"
11945,application_1758535431786_22107,"[2101257, 475]"
11946,application_1758535431786_22119,"[1432461, 322]"
11947,application_1758535431786_22108,"[2051099, 462]"
11948,application_1758535431786_22124,"[339340, 77]"
11949,application_1758535431786_22130,"[249292, 56]"
11950,application_1758535431786_22132,"[219666, 50]"
11951,application_1758535431786_22129,"[458378, 106]"
11952,application_1758535431786_22128,"[1070825, 406]"
11953,application_1758535431786_22136,"[237599, 88]"
11954,application_1758535431786_22127,"[2160842, 821]"
11955,application_1758535431786_22147,"[3410833, 5062]"
11956,application_1758535431786_22143,"[6618816, 2813]"
11957,application_1758535431786_21645,"[54003710, 12170]"
11958,application_1758535431786_22149,"[1116990, 1168]"
11959,application_1758535431786_22159,"[189822, 113]"
11960,application_1758535431786_22133,"[1287309, 290]"
11961,application_1758535431786_22154,"[653148, 149]"
11962,application_1758535431786_22126,"[2039812, 460]"
11963,application_1758535431786_22161,"[4565243, 2389]"
11964,application_1758535431786_22160,"[8662413, 7392]"
11965,application_1758535431786_22140,"[1753908, 304]"
11966,application_1758535431786_22151,"[2557791, 1679]"
11967,application_1758535431786_22162,"[331332, 75]"
11968,application_1758535431786_22142,"[7353529, 5342]"
11969,application_1758535431786_22138,"[11187319, 9213]"
11970,application_1758535431786_22157,"[3158372, 2085]"
11971,application_1758535431786_22155,"[2998852, 1144]"
11972,application_1758535431786_22058,"[10006019, 2255]"
11973,application_1758535431786_22144,"[1288801, 693]"
11974,application_1758535431786_22165,"[80311, 38]"
11975,application_1758535431786_22134,"[2909577, 1494]"
11976,application_1758535431786_22158,"[1862685, 421]"
11977,application_1758535431786_22141,"[14523491, 11953]"
11978,application_1758535431786_22168,"[232213, 52]"
11979,application_1758535431786_22163,"[1460107, 329]"
11980,application_1758535431786_22164,"[56691717, 31853]"
11981,application_1758535431786_22170,"[1104905, 250]"
11982,application_1758535431786_22156,"[2478052, 1338]"
11983,application_1758535431786_22171,"[4977294, 4094]"
11984,application_1758535431786_22150,"[4222402, 2467]"
11985,application_1758535431786_22117,"[2910514, 1420]"
11986,application_1758535431786_22131,"[7650717, 5497]"
11987,application_1758535431786_22166,"[4104266, 2717]"
11988,application_1758535431786_22122,"[10242107, 7371]"
11989,application_1758535431786_22148,"[3895488, 877]"
11990,application_1758535431786_22173,"[4017433, 3327]"
11991,application_1758535431786_22172,"[10095663, 6775]"
11992,application_1758535431786_22176,"[312865, 71]"
11993,application_1758535431786_22178,"[392575, 89]"
11994,application_1758535431786_22137,"[4840773, 1092]"
11995,application_1758535431786_22177,"[361546, 84]"
11996,application_1758535431786_22069,"[12468254, 2811]"
11997,application_1758535431786_22146,"[4989805, 1125]"
11998,application_1758535431786_22082,"[22105576, 7767]"
11999,application_1758535431786_22180,"[65184, 31]"
12000,application_1758535431786_22181,"[68355, 32]"
12001,application_1758535431786_22182,"[210433, 48]"
12002,application_1758535431786_22139,"[5367822, 1209]"
12003,application_1758535431786_22185,"[1040388, 438]"
12004,application_1758535431786_22184,"[862005, 296]"
12005,application_1758535431786_22187,"[75546, 36]"
12006,application_1758535431786_22188,"[58576, 28]"
12007,application_1758535431786_20892,"[945762213, 184707]"
12008,application_1758535431786_22167,"[4819612, 1086]"
12009,application_1758535431786_22189,"[318665, 73]"
12010,application_1758535431786_22135,"[13754737, 5252]"
12011,application_1758535431786_22169,"[9694732, 1237]"
12012,application_1758535431786_22192,"[593231, 223]"
12013,application_1758535431786_22194,"[195883, 115]"
12014,application_1758535431786_22190,"[804757, 181]"
12015,application_1758535431786_22186,"[3323458, 748]"
12016,application_1758535431786_22193,"[1019505, 231]"
12017,application_1758535431786_22175,"[19094908, 15258]"
12018,application_1758535431786_22179,"[26085988, 19195]"
12019,application_1758535431786_22183,"[4483010, 1011]"
12020,application_1758535431786_22196,"[316025, 72]"
12021,application_1758535431786_22191,"[2653044, 598]"
12022,application_1758535431786_22195,"[2671574, 1016]"
12023,application_1758535431786_21367,"[146275660, 105566]"
12024,application_1758535431786_22198,"[2355477, 897]"
12025,application_1758535431786_22197,"[583830, 284]"
12026,application_1758535431786_22174,"[7811055, 1761]"
12027,application_1758535431786_22200,"[462138, 84]"
12028,application_1758535431786_22202,"[339830, 77]"
12029,application_1758535431786_22203,"[66434, 31]"
12030,application_1758535431786_22201,"[154928, 75]"
12031,application_1758535431786_22199,"[1419392, 321]"
12032,application_1758535431786_22204,"[252799, 57]"
12033,application_1758535431786_22206,"[96887, 23]"
12034,application_1758535431786_22205,"[522002, 112]"
12035,application_1758535431786_22207,"[164097, 96]"
12036,application_1758535431786_22208,"[328073, 122]"
12037,application_1758535431786_22209,"[258731, 94]"
12038,application_1758535431786_22221,"[84498, 19]"
12039,application_1758535431786_22224,"[98803, 22]"
12040,application_1758535431786_22232,"[276186, 175]"
12041,application_1758535431786_22215,"[2667900, 3935]"
12042,application_1758535431786_22211,"[9738957, 4142]"
12043,application_1758535431786_22237,"[195461, 117]"
12044,application_1758535431786_22212,"[1284757, 832]"
12045,application_1758535431786_22216,"[899188, 203]"
12046,application_1758535431786_22225,"[1313033, 297]"
12047,application_1758535431786_22234,"[1342748, 301]"
12048,application_1758535431786_22223,"[1241966, 283]"
12049,application_1758535431786_22239,"[2255655, 1593]"
12050,application_1758535431786_22241,"[7952985, 4167]"
12051,application_1758535431786_22229,"[4886310, 1970]"
12052,application_1758535431786_22228,"[1146909, 229]"
12053,application_1758535431786_22238,"[19603276, 16730]"
12054,application_1758535431786_22217,"[1972796, 447]"
12055,application_1758535431786_22243,"[1315493, 495]"
12056,application_1758535431786_22227,"[22079155, 9378]"
12057,application_1758535431786_22242,"[2760379, 1813]"
12058,application_1758535431786_22220,"[1563667, 505]"
12059,application_1758535431786_22246,"[86353, 41]"
12060,application_1758535431786_22247,"[409264, 94]"
12061,application_1758535431786_22214,"[1670498, 540]"
12062,application_1758535431786_22222,"[82168032, 97646]"
12063,application_1758535431786_22219,"[6192874, 792]"
12064,application_1758535431786_22245,"[1707923, 385]"
12065,application_1758535431786_22226,"[6068965, 775]"
12066,application_1758535431786_22250,"[228226, 54]"
12067,application_1758535431786_22233,"[3552895, 801]"
12068,application_1758535431786_22244,"[9393584, 3281]"
12069,application_1758535431786_22248,"[1529080, 343]"
12070,application_1758535431786_22231,"[16639766, 12092]"
12071,application_1758535431786_22258,"[167776, 79]"
12072,application_1758535431786_22251,"[330127, 120]"
12073,application_1758535431786_22262,"[66083, 32]"
12074,application_1758535431786_22255,"[3624861, 2979]"
12075,application_1758535431786_22252,"[5756764, 4742]"
12076,application_1758535431786_22253,"[4810879, 3452]"
12077,application_1758535431786_22265,"[221372, 116]"
12078,application_1758535431786_22257,"[855447, 1117]"
12079,application_1758535431786_22218,"[4692439, 1055]"
12080,application_1758535431786_22260,"[949729, 216]"
12081,application_1758535431786_22259,"[11537416, 9424]"
12082,application_1758535431786_22261,"[5452482, 9679]"
12083,application_1758535431786_22236,"[5253793, 1185]"
12084,application_1758535431786_22254,"[6589652, 9457]"
12085,application_1758535431786_22256,"[2925071, 1113]"
12086,application_1758535431786_22269,"[3401828, 1280]"
12087,application_1758535431786_22271,"[3814348, 1595]"
12088,application_1758535431786_22268,"[4162150, 1574]"
12089,application_1758535431786_22278,"[71232, 34]"
12090,application_1758535431786_22275,"[2268389, 1678]"
12091,application_1758535431786_22279,"[268493, 60]"
12092,application_1758535431786_22272,"[2883476, 1043]"
12093,application_1758535431786_22273,"[4772826, 1780]"
12094,application_1758535431786_22213,"[6150072, 1386]"
12095,application_1758535431786_22274,"[3477604, 2982]"
12096,application_1758535431786_22276,"[1030200, 233]"
12097,application_1758535431786_22270,"[6096456, 4417]"
12098,application_1758535431786_22282,"[1896768, 1293]"
12099,application_1758535431786_22277,"[3142523, 2226]"
12100,application_1758535431786_22281,"[4455548, 1850]"
12101,application_1758535431786_22284,"[442019, 150]"
12102,application_1758535431786_22285,"[983204, 190]"
12103,application_1758535431786_22283,"[2308576, 492]"
12104,application_1758535431786_22240,"[28431052, 21888]"
12105,application_1758535431786_22089,"[584871730, 225657]"
12106,application_1758535431786_22286,"[1881403, 1358]"
12107,application_1758535431786_22280,"[5997757, 2492]"
12108,application_1758535431786_22249,"[16516983, 13207]"
12109,application_1758535431786_22263,"[2916446, 657]"
12110,application_1758535431786_22290,"[746711, 257]"
12111,application_1758535431786_22264,"[2896596, 656]"
12112,application_1758535431786_22289,"[744568, 168]"
12113,application_1758535431786_22297,"[114820, 55]"
12114,application_1758535431786_22296,"[2063860, 1487]"
12115,application_1758535431786_22298,"[3096231, 4580]"
12116,application_1758535431786_22266,"[23424624, 18649]"
12117,application_1758535431786_22292,"[3537411, 1470]"
12118,application_1758535431786_22293,"[2490247, 1779]"
12119,application_1758535431786_22291,"[2609571, 1873]"
12120,application_1758535431786_22288,"[1040702, 238]"
12121,application_1758535431786_22294,"[12158364, 4668]"
12122,application_1758535431786_22301,"[201224, 45]"
12123,application_1758535431786_22300,"[211236, 48]"
12124,application_1758535431786_22302,"[230380, 52]"
12125,application_1758535431786_22295,"[27248965, 15299]"
12126,application_1758535431786_22307,"[64703, 30]"
12127,application_1758535431786_22306,"[83337, 40]"
12128,application_1758535431786_22304,"[391259, 87]"
12129,application_1758535431786_22303,"[420934, 225]"
12130,application_1758535431786_22311,"[197390, 44]"
12131,application_1758535431786_22312,"[206409, 122]"
12132,application_1758535431786_22314,"[205897, 47]"
12133,application_1758535431786_22308,"[1711895, 1181]"
